0.05,0.05,0,0.95,0.95,2
0.05,0.05,0.1,0.25,0.05,0.75,0.25,0.95,0.75,0.05,0.95,0.1
0.15,0.05,0.55,0.9,0.05,0.1,0.9,0.95,0.1,0.15,0.95,0.55
0.75,0.05,0.1,0.95,0.05,0.75,0.95,0.95,0.75,0.75,0.95,0.1
0.05,0.05,1.1,0.25,0.05,1.75,0.25,0.95,1.75,0.05,0.95,1.1
0.15,0.05,1.55,0.7,0.05,1.1,0.7,0.95,1.1,0.15,0.95,1.55
0.75,0.05,1.1,0.95,0.05,1.75,0.95,0.95,1.75,0.75,0.95,1.1
0.4,0.05,0,0.5,0.05,1.2,0.5,0.95,1.2,0.4,0.95,0
