#FID, PT_X, PT_Y
216,-54479.596,6732804.535
216,-54479.3751,6732804.271
217,-54479.3645,6732804.472
217,-54479.3751,6732804.271
217,-54479.3698,6732804.215
218,-54479.2766,6732804.269
218,-54479.3698,6732804.215
218,-54479.3987,6732804.18
219,-54477.21,6732804.854
219,-54477.1965,6732804.593
220,-54477.4849,6732805.242
220,-54477.3738,6732804.845
221,-54477.2606,6732804.991
221,-54477.3738,6732804.845
221,-54477.396,6732804.807
221,-54477.4267,6732804.776
222,-54478.0964,6732805.612
222,-54478.0167,6732805.415
223,-54478.5168,6732806.055
223,-54478.5617,6732805.823
223,-54478.5723,6732805.738
224,-54479.0761,6732805.177
224,-54479.1079,6732804.926
224,-54479.1392,6732804.754
225,-54478.9835,6732805.262
225,-54479.0307,6732805.036
225,-54479.0525,6732804.895
227,-54478.7083,6732805.063
227,-54478.7189,6732804.856
227,-54478.7533,6732804.725
227,-54478.7903,6732804.55
228,-54478.748,6732804.918
228,-54478.7533,6732804.725
229,-54478.6988,6732804.645
229,-54478.6909,6732804.325
229,-54478.6856,6732804.164
230,-54478.3734,6732804.431
230,-54478.2164,6732804.296
231,-54478.3264,6732804.391
231,-54478.3654,6732804.095
232,-54478.3018,6732804.37
232,-54478.3046,6732804.135
233,-54478.2528,6732804.173
233,-54478.3046,6732804.135
233,-54478.3654,6732804.095
233,-54478.4051,6732804.058
234,-54478.3853,6732804.077
234,-54478.4004,6732803.971
235,-54478.6734,6732805.025
235,-54478.4984,6732805.196
236,-54478.5937,6732805.17
236,-54478.5854,6732805.111
237,-54478.6201,6732805.141
237,-54478.6163,6732805.081
238,-54478.3423,6732806.103
238,-54478.3556,6732805.99
239,-54478.2391,6732806.017
239,-54478.2577,6732805.911
240,-54477.2067,6732804.791
240,-54477.1041,6732804.609
243,-54476.8561,6732805.648
243,-54476.9031,6732805.564
243,-54476.9352,6732805.492
243,-54476.9704,6732805.412
243,-54477.0055,6732805.35
243,-54477.0803,6732805.233
243,-54477.1239,6732805.14
243,-54477.1511,6732805.094
243,-54477.2297,6732804.891
243,-54477.246,6732804.863
243,-54477.271,6732804.82
243,-54477.4957,6732804.487
243,-54477.6296,6732804.345
243,-54477.6606,6732804.314
244,-54478.7709,6732804.299
244,-54478.6856,6732804.164
244,-54478.5691,6732803.979
245,-54478.9403,6732804.374
245,-54478.8236,6732804.041
246,-54478.9535,6732804.651
246,-54479.0682,6732804.506
246,-54479.1281,6732804.44
247,-54479.0249,6732804.477
247,-54479.1811,6732804.217
247,-54479.2254,6732804.138
248,-54479.1614,6732804.25
248,-54478.9403,6732804.374
248,-54478.6964,6732804.549
248,-54478.4004,6732804.767
248,-54478.2999,6732804.864
249,-54478.2873,6732804.822
249,-54478.2999,6732804.864
249,-54478.3214,6732804.916
251,-54478.4277,6732804.809
251,-54478.4175,6732804.755
251,-54478.2848,6732804.536
251,-54478.2084,6732804.323
252,-54477.2133,6732805.327
252,-54477.2825,6732805.062
253,-54479.0213,6732805.664
253,-54479.0205,6732805.547
254,-54478.9133,6732805.941
254,-54478.8837,6732805.925
255,-54477.4129,6732806.103
255,-54477.4618,6732805.856
257,-54479.5223,6732804.21
257,-54479.4822,6732804.029
257,-54479.4613,6732803.881
258,-54479.4613,6732803.881
258,-54479.4931,6732803.732
259,-54479.2134,6732805.388
259,-54478.9509,6732805.351
260,-54476.9863,6732805.384
260,-54477.2133,6732805.327
260,-54477.3562,6732805.3
260,-54477.4849,6732805.242
260,-54477.5362,6732805.228
260,-54477.5725,6732805.21
261,-54477.6995,6732805.811
261,-54477.4375,6732805.716
262,-54478.4907,6732805.535
262,-54478.0635,6732805.531
263,-54479.0644,6732804.989
263,-54479.073,6732804.816
263,-54479.0652,6732804.72
264,-54479.1041,6732804.956
264,-54479.0711,6732804.853
265,-54477.614,6732804.441
265,-54477.6096,6732804.366
266,-54477.6013,6732804.442
266,-54477.5996,6732804.377
267,-54477.631,6732804.385
267,-54477.6296,6732804.345
268,-54477.6296,6732804.345
268,-54477.6125,6732804.291
269,-54477.5553,6732804.378
269,-54477.6125,6732804.291
269,-54477.6343,6732804.262
270,-54477.5844,6732804.454
270,-54477.631,6732804.385
270,-54477.7867,6732804.19
271,-54477.7807,6732804.234
271,-54477.7745,6732804.206
272,-54478.1387,6732804.717
272,-54477.9458,6732805.24
