#FID, PT_X, PT_Y
241,-54386.839,6733392.912
241,-54474.1516,6733117.745
242,-52839.9733,6732142.112
242,-52708.1017,6731811.213
243,-52605.3504,6732316.347
243,-52790.8557,6732018.864
244,-52630.9432,6732275.305
244,-52532.7684,6731948.727
245,-52555.0343,6732388.196
245,-52487.1268,6732167.359
246,-52444.1101,6732393.554
246,-52362.2185,6732080.156
247,-52005.5842,6732900.257
247,-51981.7717,6732572.173
248,-51830.8092,6732441.893
248,-52451.6497,6732475.836
249,-51791.2713,6733003.444
249,-52114.0636,6732709.756
250,-52079.0494,6732741.614
250,-52244.5313,6732168.328
251,-51812.438,6732839.402
251,-52055.8551,6732654.194
252,-52263.7609,6732630.174
252,-52347.2688,6732470.13
253,-52491.5059,6732395.784
253,-52408.0152,6732045.191
254,-53815.3378,6731614.379
254,-54128.9436,6731308.857
255,-53939.6922,6731579.983
255,-54101.8608,6731450.485
256,-53985.3208,6731448.778
256,-53801.5244,6731187.522
257,-53927.7548,6731504.86
257,-53751.4342,6731240.938
258,-53874.2962,6731556.941
258,-53691.1112,6731305.265
259,-54471.5058,6732394.902
259,-54565.0716,6732015.039
260,-54818.1107,6732767.965
260,-54416.7606,6732749.136
261,-54728.1522,6732955.819
261,-54664.652,6732566.881
262,-54251.9012,6733626.804
262,-54132.8385,6733193.416
262,-53939.5291,6732597.673
263,-54174.5263,6733105.965
263,-54103.8788,6733104.167
264,-54086.8009,6733726.817
264,-53962.9756,6733258.503
264,-53896.3005,6733021.965
265,-54228.0887,6733677.604
265,-54013.7757,6732993.39
266,-54155.0635,6733555.366
266,-54075.6883,6733293.428
267,-54037.5883,6733725.229
267,-53883.8,6733290.00
268,-53780.4128,6733728.404
268,-53712.1501,6733393.441
269,-53780.4128,6733583.941
269,-53728.0252,6733280.728
270,-53656.5875,6733680.779
270,-53808.9878,6733407.729
271,-53626.4249,6733615.692
271,-53724.3335,6733453.224
272,-53869.3129,6733760.154
272,-53971.5,6733526
273,-53972.5006,6733769.679
273,-53931.6452,6733617.177
274,-53837.5629,6733347.404
274,-53799.4628,6733118.803
275,-53431.1621,6733468.054
275,-53562.3178,6733084.667
276,-53566.3579,6733569.602
276,-53425.3151,6733139.867
277,-53450.9932,6733410.085
277,-53386.198,6733155.627
278,-53139.0615,6732323.993
278,-53469.7913,6732255.201
279,-53415.4778,6732266.499
279,-53424.7152,6731589.347
280,-52758.1867,6733050.142
280,-52485.5393,6733104.516
281,-52422.0392,6733117.745
281,-52205.0804,6733162.724
282,-52615.6631,6733307.223
282,-52477.6018,6732842.577
283,-52686.6231,6733025.14
283,-52250.0597,6732876.973
284,-52805.065,6732836.569
284,-52665.7652,6732335.611
285,-52657.5188,6732718.223
285,-52826.8525,6732413.952
286,-52784.8217,6732928.795
286,-52622.7983,6732348.443
287,-52480.2477,6733027.786
287,-52345.8339,6732562.757
288,-52404.9595,6732767.313
288,-52150.4376,6732804.397
289,-54093.9646,6732050.585
289,-54698.7164,6731902.146
290,-54231.6617,6732296.679
290,-54070.7676,6732069.564
291,-54158.9085,6732358.136
291,-54004.2025,6732124.026
292,-54580.6333,6731931.13
292,-54460.5804,6731749.351
293,-54475.3463,6731956.973
293,-54379.2435,6731817.175
294,-54603.4013,6731925.541
294,-54681.0562,6731509.075
295,-54629.392,6731607.067
295,-54733.4438,6731107.437
296,-54828.694,6731231.262
296,-54431.4764,6731230.946
297,-54413.1605,6731250.796
297,-54139.5255,6731253.52
298,-54494.5974,6732301.153
298,-54259.4821,6732273.178
299,-53194.451,6732812.486
299,-53313.4195,6732287.727
300,-53276.2482,6732747.989
300,-53391.5591,6732299.774
301,-53001.0238,6732987.137
301,-52861.2594,6732580.552
302,-52848.4218,6732639.039
302,-52728.5976,6732316.844
303,-52673.8957,6733258.644
303,-52450.7466,6732639.509
304,-52680.7632,6732676.456
304,-52396.4318,6732737.809
305,-52389.3133,6733496.05
305,-52286.8909,6733145.763
306,-52463.7063,6733433.99
306,-52395.1839,6733197.781
307,-52831.89,6733389.484
307,-52832.073,6733127.2
308,-53228.8436,6733219.027
308,-53285.5002,6732803.482
309,-53676.7756,6733038.55
309,-53136.4606,6732899.908
310,-53818.3256,6732776.715
310,-53412.2542,6732970.675
311,-53065.5072,6732678.271
311,-52972.0997,6732244.894
312,-53046.6073,6732949.347
312,-52976.2101,6732569.13
313,-52972.9028,6732794.026
313,-52911.9081,6732349.801
314,-53053.046,6732620.456
314,-52948.9131,6732619.309
315,-53935.3338,6732120.237
315,-53808.96,6731914.351
316,-54271.9282,6731904.978
316,-54098.7109,6731591.587
317,-52727.7768,6732120.019
317,-52635.3962,6731868.431
318,-52159.2577,6733385.717
318,-52172.4869,6733127.748
319,-53247.078,6733616.719
319,-53282.5331,6733197.395
320,-53606.5145,6733020.521
320,-53603.1511,6732648.419
321,-53594.6252,6732171.938
321,-53296.9683,6732254.621
322,-53532.819,6732565.182
322,-53540.7229,6732186.911
323,-53954.3727,6731750.881
323,-53841.7517,6731588.646
324,-53870.7638,6731844.872
324,-53674.0003,6731613.005
325,-54722.9218,6731528.234
325,-54768.712,6731231.214
326,-54738.9504,6732135.558
326,-54646.6211,6731946.152
327,-53569.0087,6733010.898
327,-53428.1343,6732738.393
328,-53195.6284,6733233.29
328,-53169.456,6732908.375
329,-53178.8275,6732187.201
329,-53194.5985,6732023.655
330,-52687.6364,6732664.105
330,-52762.656,6733029.78
331,-52667.8585,6732650.531
331,-52604.3738,6732400.143
332,-52445.3434,6732569.568
332,-52565.7291,6732428.016
333,-52619.977,6732689.572
333,-52535.1354,6732463.989
334,-52582.0052,6732697.766
334,-52506.5156,6732497.641
335,-53150.724,6732799.095
335,-53018.264,6732796.264
335,-52972.9028,6732794.026
335,-52933.1485,6732789.683
336,-53150.724,6732741.945
336,-53004.3005,6732720.847
337,-53781.055,6731945.722
337,-53454.7746,6731557.292
338,-53684.6543,6731701.866
338,-53515.262,6731492.789
339,-54038.4402,6731397.028
339,-53941.3006,6731185.927
340,-53653.7085,6731663.67
340,-53576.5763,6731427.404
341,-54311.4532,6731872.639
341,-54141.4301,6731545.29
342,-54204.9779,6731959.756
342,-54063.0065,6731645.161
343,-54250.1808,6732648.212
343,-54134.9203,6732378.399
344,-54796.9648,6732084.917
344,-54729.4321,6731876.199
345,-54512.6615,6731705.454
345,-54284.5003,6731390.234
346,-53250.15,6732300.887
346,-53303.6032,6732002.48
346,-53329.8867,6731690.472
347,-53464.1016,6732603.683
347,-53500.075,6732198.202
348,-52889.8478,6733079.303
348,-52828.6623,6732729.061
349,-52331.0432,6733021.544
349,-52260.7069,6732788.331
350,-53397.3162,6733709.462
350,-53468.7538,6733468.69
351,-53474.0455,6733680.358
351,-53356.3785,6733369.38
352,-54519.5067,6731946.134
352,-54408.8876,6731792.92
353,-54591.3327,6731639.145
353,-54377.0925,6731289.886
354,-52431.5851,6733743.858
354,-52582.7615,6733499.284
355,-53632.3242,6732340.265
355,-53543.424,6732541.349
355,-53463.9357,6732719.988
356,-53389.8041,6732271.839
356,-53410.5809,6732602.556
