0,0.05,0,0.95,0.95,2
0.05,0.05,0.1,0.25,0.05,0.75,0.25,0.95,0.75,0.05,0.95,0.1
0.15,-0.04626611,0.55032667,0.9,0.03187557,0.10716318,0.9,0.91820255,0.26344654,0.15,0.84006087,0.70661003
0.75,0.05,0.1,0.95,0.05,0.75,0.95,0.95,0.75,0.75,0.95,0.1
0.05,0.05,1.1,0.25,0.05,1.75,0.25,0.95,1.75,0.05,0.95,1.1
0.15,0.05,1.55,0.7,0.05,1.1,0.7,0.95,1.1,0.15,0.95,1.55
0.75,0.05,1.1,0.95,0.05,1.75,0.95,0.95,1.75,0.75,0.95,1.1
0.4,0.05,0.05,0.5,0.05,1.25,0.5,0.95,1.25,0.4,0.95,0.05
